x,y,label
0.0976270078546495,0.43037873274483895,1
0.20552675214328775,0.08976636599379373,2
-0.15269040132219058,0.29178822613331223,1
-0.12482557747461498,0.7835460015641595,0
0.9273255210020586,-0.2331169623484446,0
0.5834500761653292,0.05778983950580896,0
0.13608912218786462,0.8511932765853221,0
-0.8579278836042261,-0.8257414005969186,0
-0.9595632051193486,0.665239691095876,0
0.556313501899701,0.7400242964936383,0
0.957236684465528,0.5983171284334472,0
-0.07704127549413631,0.5610583525729109,1
-0.7634511482621336,0.27984204265504764,0
-0.7132934251819072,0.8893378340991678,0
0.04369664350014335,-0.17067612001895283,2
-0.47088877579074606,0.5484673788684333,0
-0.0876993355669029,0.13686789773729702,1
-0.9624203991272897,0.23527099415175412,0
0.22419144544484282,0.23386799374951384,1
0.8874961570292483,0.3636405982069668,0
-0.280984198852428,-0.1259360924013171,1
0.3952623918545297,-0.8795490567414603,0
0.33353343089133536,0.3412757392363188,1
-0.5792348778523182,-0.7421474046902934,0
-0.36914329815163227,-0.2725784581147548,1
0.14039354083575928,-0.1227969730753593,2
0.9767476761184524,-0.7959103785039439,0
-0.5822464878103306,-0.6773809642300075,0
0.30621665093079686,-0.4934167949204358,1
-0.06737845428738742,-0.5111488159967945,1
-0.6820608327089606,-0.7792497176713897,0
0.31265917893054684,-0.7236340973027724,0
-0.606835276639893,-0.2625496586780718,0
0.6419864596958702,-0.8057974484138775,0
0.6758898149976078,-0.8078031842120739,0
0.9529189300267915,-0.06269759670459685,0
0.9535221763806743,0.20969103949009193,0
0.47852715879660335,-0.9216244154913587,0
-0.43438607484718084,-0.7596068775736622,0
-0.40771960495571014,-0.7625445620915119,0
-0.36403364121204795,-0.17147401097066006,1
-0.8717050073024313,0.3849442387400397,0
0.1332029084131503,-0.46922101812110917,1
0.04649610693339934,-0.8121189784831166,0
0.15189299111235854,0.8585923951524281,0
-0.3628620950973527,0.3348207599273634,2
-0.7364042751912157,0.4326544082371311,0
-0.4211878141055978,-0.6336172759857663,0
0.1730258696201663,-0.9597849076250129,0
0.6578800584347262,-0.9906090476149059,0
0.3556330735924602,-0.4599840536156703,1
0.47038804424518976,0.9243770902348765,0
-0.5024937129600839,0.1523146688356738,1
0.18408386254367803,0.14450381158174674,2
-0.5538367347187634,0.90549802303397,1
-0.10574924276474529,0.6928173449422557,0
0.3989585506350086,-0.4051260982897327,1
0.6275956394049544,-0.2069885183060307,1
0.7622063942223232,0.1625457452717174,0
0.7634707237097056,0.38506318015553176,0
0.45050855963928105,0.002648763853404512,0
0.9121672694464478,0.2879803984592748,1
-0.15228990288364064,0.2127864282558487,2
-0.961613603381333,-0.39685036665090134,0
0.3203470749853701,-0.41984478557911187,1
0.23603085799768309,-0.14246259810846773,2
-0.7290518715550995,-0.40343534808793846,0
0.13992982140252974,0.18174552249634646,2
0.1486504976991576,0.30640163971426726,0
0.30420654000337777,-0.1371631291320521,1
0.793093191702126,-0.26487625990420693,2
-0.12827014946874638,0.7838467100313442,0
0.6123879780921715,0.40777716708073264,2
-0.7995462253753978,0.8389652274893471,0
0.42848259909822284,0.997694013135733,1
-0.7011033906840125,0.7362521147364285,2
-0.6750141306472504,0.23111912856768835,0
-0.752360034301117,0.6960164586444688,0
0.6146379174500214,0.13820147722918663,1
-0.18563340554800067,-0.8616660090897239,2
0.3948575462891273,-0.09291463464386229,2
0.44411119894069584,0.7327646518572584,0
0.9510430100057716,0.711606684785222,0
-0.9765718316299961,-0.2800438710432722,0
0.45998112484811604,-0.656740645477119,0
0.042073212408258565,-0.8913240233214927,0
-0.6000069502071999,-0.9629564110787721,0
0.5873954067148413,-0.5521506238792397,0
-0.3092966386061946,0.8561625869311817,0
0.40882880384706555,-0.9363221409373843,0
-0.6706116870041745,0.24295680299952704,0
0.15445717720833518,-0.5242143572509828,1
0.8684279958495875,0.22793191193179196,0
0.07126560604991661,0.17981995270914197,2
0.46024405903353927,-0.3761100090407963,1
-0.20355787556781624,-0.5803125020497557,1
-0.6276139882393277,0.8887447799678672,1
0.4791015900985751,-0.019082382764865846,0
-0.5451707440533535,-0.4912870364592141,0
-0.8839416793522488,-0.13116674888375845,0
-0.37640823601179485,0.392686977630919,1
-0.2444963214150382,-0.6407926448807304,1
-0.9506425432173375,-0.8655007370735028,0
0.3587855469971346,-0.09260631088790938,1
0.0731584222174444,0.7933425860806842,0
0.9806778947934087,-0.5662060312030521,0
0.3261564062002016,-0.4733552465256987,1
-0.9586980010685426,0.5167573076722829,0
-0.3599656983550643,-0.23307221165620406,1
0.17663422710721144,0.6620969104723808,1
0.25796368718229745,0.7453013108947906,2
-0.45291593036872846,0.5960936678251274,0
-0.6287281113880956,0.9055833139438891,0
0.3749765527756306,-0.5689846457728831,1
0.8947411809778485,0.46171161354031565,0
-0.49211671480994834,-0.573376045265036,0
0.036401427861326496,-0.9486745638909369,0
-0.5850598491177812,-0.1506290624969875,1
-0.2516600393315489,-0.07284915127037861,2
-0.4447425874105362,0.17356869291633759,1
0.7277112118464628,-0.7649362880759338,1
0.03475821430822834,-0.7358637873096934,0
0.4337193623851874,-0.2078805943854125,1
0.13084262371701794,-0.6334403275718428,1
-0.7103044813132455,-0.02388743870209087,0
-0.28877452430008876,0.8808638905056261,0
0.5306505076139305,0.4973272397010946,0
0.8074394794918669,-0.8331551291159629,2
0.10438493984481312,0.16895213791153774,2
0.923872757094458,-0.4157049464149023,0
-0.5183424401691064,-0.7994121154690044,0
-0.9671407408170516,0.8590586335843811,0
0.3398330931818201,0.5703058240462755,1
-0.43653978849210184,0.17282033237265337,1
-0.8720894677580378,-0.028744808130754196,0
0.9549902794888936,0.7530104906331816,0
-0.32368209632630873,0.923140309082997,0
-0.536596747057591,0.8986376448313629,0
0.8827554094129972,0.5984051747047834,0
0.26089587373358225,0.748575933249894,0
-0.4139594309844066,0.6978871106258364,0
0.23575338383504763,-0.973526284482201,0
-0.30553296413556086,-0.7037182781036699,2
0.9636587796365064,-0.043259385920023874,2
-0.005217269002674607,0.2789450327974472,2
-0.26283078774076496,-0.7261994566288021,0
0.644235466388491,-0.6203041761944841,0
0.02263796509291205,-0.5513659420505215,1
-0.8043110310119319,0.7243830348433666,1
0.9458389780462606,0.9216693161260003,0
0.8131109984423579,0.5480946653972776,2
-0.33370969594271616,-0.8377972200240065,0
